YYYYMMDDHHMM,Unnamed: 0,TYPE,TYPE.1,BBSSS,TUDE,TUDE.1,(M),(HP=MB),(HP=MB).1,(HP=MB).2,(C),(C).1,(%),DIR,SPD(M/S),VIS(M),(KG/M2),(KG/M2).1,|,PRES,PMSL,TMDB,ALSE,TMDP,REHU,WDIR,WSPD,TP03,TP24,HOVI,wind_math_direction,wind_x,wind_y
2017-10-27 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.5,-9999.9,34.8,15.6,-9999.9,0.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,101350.0,307.95,-9999.9,288.75,-9999.9,0.0,1.5,-9999.9,-9999.9,12000.0,270.0,1.4765729259487572,-0.2640689197068171
2017-10-27 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.1,-9999.9,33.1,19.9,-9999.9,90.0,3.1,12000.0,-9999.9,-9999.9,|,-9999.9,101210.0,306.25,-9999.9,293.05,-9999.9,90.0,3.1,-9999.9,-9999.9,12000.0,180.0,-1.85522621407936,-2.4835731707748745
2017-10-27 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.7,-9999.9,30.5,19.4,-9999.9,10.0,2.1,16000.0,-9999.9,-9999.9,|,-9999.9,101270.0,303.65,-9999.9,292.55,-9999.9,10.0,2.1,-9999.9,-9999.9,16000.0,260.0,-1.5334077300058395,1.4348033780132867
2017-10-27 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.7,-9999.9,28.2,22.1,-9999.9,80.0,2.1,12000.0,-9999.9,-9999.9,|,-9999.9,101370.0,301.35,-9999.9,295.25,-9999.9,80.0,2.1,-9999.9,-9999.9,12000.0,190.0,0.13924440253859366,2.0953784852292605
2017-10-27 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.5,-9999.9,28.2,23.2,-9999.9,90.0,3.1,9000.0,-9999.9,-9999.9,|,-9999.9,101350.0,301.35,-9999.9,296.35,-9999.9,90.0,3.1,-9999.9,-9999.9,9000.0,180.0,-1.85522621407936,-2.4835731707748745
2017-10-28 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.3,-9999.9,27.3,23.8,-9999.9,90.0,1.0,9000.0,-9999.9,-9999.9,|,-9999.9,101330.0,300.45,-9999.9,296.95,-9999.9,90.0,1.0,-9999.9,-9999.9,9000.0,180.0,-0.5984600690578581,-0.8011526357338304
2017-10-28 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.6,-9999.9,26.8,23.1,-9999.9,140.0,1.0,8000.0,-9999.9,-9999.9,|,-9999.9,101460.0,299.95,-9999.9,296.25,-9999.9,140.0,1.0,-9999.9,-9999.9,8000.0,130.0,-0.3672913304546965,-0.9301059501867618
2017-10-28 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.1,-9999.9,30.3,25.0,-9999.9,200.0,2.1,7000.0,-9999.9,-9999.9,|,-9999.9,101610.0,303.45,-9999.9,298.15,-9999.9,200.0,2.1,-9999.9,-9999.9,7000.0,70.0,1.3299703264812297,1.6251704312715671
2017-10-28 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.4,-9999.9,32.8,20.3,-9999.9,100.0,3.6,10000.0,-9999.9,-9999.9,|,-9999.9,101440.0,305.95,-9999.9,293.45,-9999.9,100.0,3.6,-9999.9,-9999.9,10000.0,170.0,3.3767811076299896,1.2479380397893092
2017-10-28 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.5,-9999.9,33.6,12.4,-9999.9,60.0,3.1,12000.0,-9999.9,-9999.9,|,-9999.9,101350.0,306.75,-9999.9,285.55,-9999.9,60.0,3.1,-9999.9,-9999.9,12000.0,210.0,-2.7400201668653525,1.4499274068625527
2017-10-28 15:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.2,-9999.9,30.0,22.4,-9999.9,80.0,2.6,10000.0,-9999.9,-9999.9,|,-9999.9,101420.0,303.15,-9999.9,295.55,-9999.9,80.0,2.6,-9999.9,-9999.9,10000.0,190.0,0.1723978317144493,2.5942781245695605
2017-10-28 18:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.0,-9999.9,29.3,22.4,-9999.9,0.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101500.0,302.45,-9999.9,295.55,-9999.9,0.0,2.6,-9999.9,-9999.9,12000.0,270.0,2.5593930716445126,-0.4577194608251497
2017-10-28 21:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.6,-9999.9,28.3,23.1,-9999.9,120.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101460.0,301.45,-9999.9,296.25,-9999.9,120.0,2.6,-9999.9,-9999.9,12000.0,150.0,1.8180520968437754,-1.858678717035828
2017-10-29 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.1,-9999.9,28.2,23.7,-9999.9,130.0,2.1,10000.0,-9999.9,-9999.9,|,-9999.9,101410.0,301.35,-9999.9,296.85,-9999.9,130.0,2.1,-9999.9,-9999.9,10000.0,140.0,-0.4154085054089633,2.0585032848246545
2017-10-29 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.0,-9999.9,25.4,22.4,-9999.9,90.0,1.0,7000.0,-9999.9,-9999.9,|,-9999.9,101500.0,298.55,-9999.9,295.55,-9999.9,90.0,1.0,-9999.9,-9999.9,7000.0,180.0,-0.5984600690578581,-0.8011526357338304
2017-10-29 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.2,-9999.9,31.4,21.5,-9999.9,90.0,2.6,10000.0,-9999.9,-9999.9,|,-9999.9,101620.0,304.55,-9999.9,294.65,-9999.9,90.0,2.6,-9999.9,-9999.9,10000.0,180.0,-1.5559961795504311,-2.0829968529079594
2017-10-29 09:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.3,-9999.9,32.2,20.7,-9999.9,100.0,3.6,12000.0,-9999.9,-9999.9,|,-9999.9,101430.0,305.35,-9999.9,293.85,-9999.9,100.0,3.6,-9999.9,-9999.9,12000.0,170.0,3.3767811076299896,1.2479380397893092
2017-10-29 12:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.2,-9999.9,31.6,20.1,-9999.9,90.0,3.1,12000.0,-9999.9,-9999.9,|,-9999.9,101320.0,304.75,-9999.9,293.25,-9999.9,90.0,3.1,-9999.9,-9999.9,12000.0,180.0,-1.85522621407936,-2.4835731707748745
2017-10-29 15:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.3,-9999.9,29.5,21.1,-9999.9,110.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101330.0,302.65,-9999.9,294.25,-9999.9,110.0,2.6,-9999.9,-9999.9,12000.0,160.0,-2.536636213267617,0.5705056717854123
2017-10-29 18:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.4,-9999.9,29.4,21.0,-9999.9,120.0,1.5,14000.0,-9999.9,-9999.9,|,-9999.9,101440.0,302.55,-9999.9,294.15,-9999.9,120.0,1.5,-9999.9,-9999.9,14000.0,150.0,1.0488762097175628,-1.072314644443747
2017-10-29 21:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.4,-9999.9,26.8,20.0,-9999.9,140.0,1.0,14000.0,-9999.9,-9999.9,|,-9999.9,101440.0,299.95,-9999.9,293.15,-9999.9,140.0,1.0,-9999.9,-9999.9,14000.0,130.0,-0.3672913304546965,-0.9301059501867618
2017-10-30 00:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.8,-9999.9,28.1,19.8,-9999.9,0.0,1.0,14000.0,-9999.9,-9999.9,|,-9999.9,101380.0,301.25,-9999.9,292.95,-9999.9,0.0,1.0,-9999.9,-9999.9,14000.0,270.0,0.9843819506325049,-0.1760459464712114
2017-10-30 03:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.8,-9999.9,27.5,21.9,-9999.9,0.0,1.0,10000.0,-9999.9,-9999.9,|,-9999.9,101480.0,300.65,-9999.9,295.05,-9999.9,0.0,1.0,-9999.9,-9999.9,10000.0,270.0,0.9843819506325049,-0.1760459464712114
2017-10-30 06:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.4,-9999.9,31.9,18.4,-9999.9,220.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101640.0,305.05,-9999.9,291.55,-9999.9,220.0,2.6,-9999.9,-9999.9,12000.0,50.0,2.508911674079495,-0.6821746196302149
2017-10-30 09:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.5,-9999.9,35.4,13.4,-9999.9,170.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101450.0,308.55,-9999.9,286.55,-9999.9,170.0,2.6,-9999.9,-9999.9,12000.0,100.0,2.2420290679479784,-1.3165506668853728
2017-10-30 12:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.7,-9999.9,31.7,20.2,-9999.9,100.0,3.6,12000.0,-9999.9,-9999.9,|,-9999.9,101370.0,304.85,-9999.9,293.35,-9999.9,100.0,3.6,-9999.9,-9999.9,12000.0,170.0,3.3767811076299896,1.2479380397893092
2017-10-30 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.8,-9999.9,29.6,22.0,-9999.9,100.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101380.0,302.75,-9999.9,295.15,-9999.9,100.0,2.6,-9999.9,-9999.9,12000.0,170.0,2.438786355510548,0.9012885842922788
2017-10-30 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.8,-9999.9,29.1,23.9,-9999.9,90.0,3.1,9000.0,-9999.9,-9999.9,|,-9999.9,101480.0,302.25,-9999.9,297.05,-9999.9,90.0,3.1,-9999.9,-9999.9,9000.0,180.0,-1.85522621407936,-2.4835731707748745
2017-10-30 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.2,-9999.9,28.6,21.8,-9999.9,120.0,2.1,12000.0,-9999.9,-9999.9,|,-9999.9,101420.0,301.75,-9999.9,294.95,-9999.9,120.0,2.1,-9999.9,-9999.9,12000.0,150.0,1.4684266936045878,-1.5012405022212458
2017-10-31 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.4,-9999.9,28.2,22.6,-9999.9,170.0,2.1,12000.0,-9999.9,-9999.9,|,-9999.9,101340.0,301.35,-9999.9,295.75,-9999.9,170.0,2.1,-9999.9,-9999.9,12000.0,100.0,1.8108696318041362,-1.0633678463304934
2017-10-31 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.3,-9999.9,27.3,21.5,-9999.9,0.0,1.0,10000.0,-9999.9,-9999.9,|,-9999.9,101430.0,300.45,-9999.9,294.65,-9999.9,0.0,1.0,-9999.9,-9999.9,10000.0,270.0,0.9843819506325049,-0.1760459464712114
2017-10-31 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.5,-9999.9,31.0,16.9,-9999.9,220.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101550.0,304.15,-9999.9,290.05,-9999.9,220.0,2.6,-9999.9,-9999.9,12000.0,50.0,2.508911674079495,-0.6821746196302149
2017-10-31 09:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.9,-9999.9,33.0,18.7,-9999.9,360.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101390.0,306.15,-9999.9,291.85,-9999.9,360.0,2.6,-9999.9,-9999.9,12000.0,270.0,2.5593930716445126,-0.4577194608251497
2017-10-31 12:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.5,-9999.9,33.0,14.0,-9999.9,360.0,4.1,12000.0,-9999.9,-9999.9,|,-9999.9,101250.0,306.15,-9999.9,287.15,-9999.9,360.0,4.1,-9999.9,-9999.9,12000.0,270.0,4.035965997593269,-0.7217883805319667
2017-10-31 18:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.6,-9999.9,29.0,18.9,-9999.9,300.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,101360.0,302.15,-9999.9,292.05,-9999.9,300.0,1.5,-9999.9,-9999.9,12000.0,330.0,-1.4867982326328102,-0.1985724438081779
2017-10-31 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.5,-9999.9,27.7,21.8,-9999.9,270.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,101250.0,300.85,-9999.9,294.95,-9999.9,270.0,1.5,-9999.9,-9999.9,12000.0,0.0,1.5,0.0
2017-11-01 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.3,-9999.9,27.3,20.5,-9999.9,280.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,101230.0,300.45,-9999.9,293.65,-9999.9,280.0,1.5,-9999.9,-9999.9,12000.0,350.0,-0.42544991877324967,-1.4383992375609198
2017-11-01 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.4,-9999.9,27.3,22.6,-9999.9,270.0,2.6,8000.0,-9999.9,-9999.9,|,-9999.9,101340.0,300.45,-9999.9,295.75,-9999.9,270.0,2.6,-9999.9,-9999.9,8000.0,0.0,2.6,0.0
2017-11-01 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.3,-9999.9,27.5,24.0,-9999.9,270.0,4.1,2000.0,-9999.9,-9999.9,|,-9999.9,101530.0,300.65,-9999.9,297.15,-9999.9,270.0,4.1,-9999.9,-9999.9,2000.0,0.0,4.1,0.0
2017-11-01 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.8,-9999.9,30.1,23.7,-9999.9,300.0,6.2,1500.0,-9999.9,-9999.9,|,-9999.9,101380.0,303.25,-9999.9,296.85,-9999.9,300.0,6.2,-9999.9,-9999.9,1500.0,330.0,-6.145432694882282,-0.820766101073802
2017-11-01 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.6,-9999.9,30.4,23.0,-9999.9,330.0,4.6,2000.0,-9999.9,-9999.9,|,-9999.9,101260.0,303.55,-9999.9,296.15,-9999.9,330.0,4.6,-9999.9,-9999.9,2000.0,300.0,-0.10164444868194612,-4.5988768635452875
2017-11-01 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.1,-9999.9,28.9,23.2,-9999.9,350.0,3.1,3500.0,-9999.9,-9999.9,|,-9999.9,101310.0,302.05,-9999.9,296.35,-9999.9,350.0,3.1,-9999.9,-9999.9,3500.0,280.0,-2.8573926976258788,-1.2022092045706114
2017-11-01 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.0,-9999.9,28.2,22.6,-9999.9,340.0,2.1,3000.0,-9999.9,-9999.9,|,-9999.9,101400.0,301.35,-9999.9,295.75,-9999.9,340.0,2.1,-9999.9,-9999.9,3000.0,290.0,1.1811007462101621,1.736375831236371
2017-11-01 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.7,-9999.9,27.4,22.0,-9999.9,320.0,1.5,3500.0,-9999.9,-9999.9,|,-9999.9,101370.0,300.55,-9999.9,295.15,-9999.9,320.0,1.5,-9999.9,-9999.9,3500.0,310.0,-0.7880214577733591,1.2763315329837894
2017-11-02 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.3,-9999.9,27.3,22.8,-9999.9,330.0,2.1,4000.0,-9999.9,-9999.9,|,-9999.9,101330.0,300.45,-9999.9,295.95,-9999.9,330.0,2.1,-9999.9,-9999.9,4000.0,300.0,-0.04640290048523628,-2.099487263792414
2017-11-02 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.5,-9999.9,26.3,22.4,-9999.9,320.0,1.0,3500.0,-9999.9,-9999.9,|,-9999.9,101450.0,299.45,-9999.9,295.55,-9999.9,320.0,1.0,-9999.9,-9999.9,3500.0,310.0,-0.5253476385155728,0.8508876886558596
2017-11-02 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.9,-9999.9,29.4,22.8,-9999.9,90.0,1.5,5000.0,-9999.9,-9999.9,|,-9999.9,101590.0,302.55,-9999.9,295.95,-9999.9,90.0,1.5,-9999.9,-9999.9,5000.0,180.0,-0.8976901035867871,-1.2017289536007456
2017-11-02 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.0,-9999.9,31.9,21.4,-9999.9,190.0,2.1,5000.0,-9999.9,-9999.9,|,-9999.9,101400.0,305.05,-9999.9,294.55,-9999.9,190.0,2.1,-9999.9,-9999.9,5000.0,80.0,-0.2318132120619999,-2.0871661732390883
2017-11-02 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.5,-9999.9,32.2,15.1,-9999.9,220.0,2.1,5000.0,-9999.9,-9999.9,|,-9999.9,101250.0,305.35,-9999.9,288.25,-9999.9,220.0,2.1,-9999.9,-9999.9,5000.0,50.0,2.0264286598334382,-0.5509871927782505
2017-11-02 15:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.0,-9999.9,28.7,22.3,-9999.9,60.0,1.5,5000.0,-9999.9,-9999.9,|,-9999.9,101300.0,301.85,-9999.9,295.45,-9999.9,60.0,1.5,-9999.9,-9999.9,5000.0,210.0,-1.3258162097735577,0.7015777775141384
2017-11-02 18:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.9,-9999.9,28.3,23.1,-9999.9,80.0,3.6,6000.0,-9999.9,-9999.9,|,-9999.9,101390.0,301.45,-9999.9,296.25,-9999.9,80.0,3.6,-9999.9,-9999.9,6000.0,190.0,0.23870469006616057,3.592077403250161
2017-11-02 21:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.3,-9999.9,27.9,23.2,-9999.9,100.0,4.1,8000.0,-9999.9,-9999.9,|,-9999.9,101330.0,301.05,-9999.9,296.35,-9999.9,100.0,4.1,-9999.9,-9999.9,8000.0,170.0,3.8457784836897098,1.4212627675378242
2017-11-03 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.0,-9999.9,27.6,22.4,-9999.9,130.0,2.6,9000.0,-9999.9,-9999.9,|,-9999.9,101300.0,300.75,-9999.9,295.55,-9999.9,130.0,2.6,-9999.9,-9999.9,9000.0,140.0,-0.5143152924110974,2.54862311454481
2017-11-03 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.0,-9999.9,27.7,22.5,-9999.9,150.0,2.6,9000.0,-9999.9,-9999.9,|,-9999.9,101400.0,300.85,-9999.9,295.65,-9999.9,150.0,2.6,-9999.9,-9999.9,9000.0,120.0,2.1168705233690606,1.5095890789520172
2017-11-03 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.3,-9999.9,29.8,21.4,-9999.9,170.0,3.6,9000.0,-9999.9,-9999.9,|,-9999.9,101530.0,302.95,-9999.9,294.55,-9999.9,170.0,3.6,-9999.9,-9999.9,9000.0,100.0,3.104347940235662,-1.8229163079951316
2017-11-03 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.3,-9999.9,31.9,19.1,-9999.9,170.0,3.6,10000.0,-9999.9,-9999.9,|,-9999.9,101330.0,305.05,-9999.9,292.25,-9999.9,170.0,3.6,-9999.9,-9999.9,10000.0,100.0,3.104347940235662,-1.8229163079951316
2017-11-03 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1011.7,-9999.9,33.8,6.4,-9999.9,170.0,2.6,10000.0,-9999.9,-9999.9,|,-9999.9,101170.0,306.95,-9999.9,279.55,-9999.9,170.0,2.6,-9999.9,-9999.9,10000.0,100.0,2.2420290679479784,-1.3165506668853728
2017-11-03 15:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.5,-9999.9,29.6,20.6,-9999.9,40.0,3.1,8000.0,-9999.9,-9999.9,|,-9999.9,101250.0,302.75,-9999.9,293.75,-9999.9,40.0,3.1,-9999.9,-9999.9,8000.0,230.0,-2.4418574190996796,-1.90979903256543
2017-11-03 18:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.5,-9999.9,28.8,21.7,-9999.9,90.0,4.6,7000.0,-9999.9,-9999.9,|,-9999.9,101350.0,301.95,-9999.9,294.85,-9999.9,90.0,4.6,-9999.9,-9999.9,7000.0,180.0,-2.752916317666147,-3.6853021243756197
2017-11-03 21:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.4,-9999.9,28.5,21.4,-9999.9,120.0,3.6,12000.0,-9999.9,-9999.9,|,-9999.9,101340.0,301.65,-9999.9,294.55,-9999.9,120.0,3.6,-9999.9,-9999.9,12000.0,150.0,2.5173029033221503,-2.573555146664993
2017-11-04 00:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.8,-9999.9,27.5,21.0,-9999.9,120.0,3.1,12000.0,-9999.9,-9999.9,|,-9999.9,101280.0,300.65,-9999.9,294.15,-9999.9,120.0,3.1,-9999.9,-9999.9,12000.0,150.0,2.167677500082963,-2.2161169318504106
2017-11-04 03:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.8,-9999.9,27.5,21.4,-9999.9,150.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,101380.0,300.65,-9999.9,294.55,-9999.9,150.0,1.5,-9999.9,-9999.9,12000.0,120.0,1.2212714557898428,0.8709167763184714
2017-11-04 06:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.7,-9999.9,30.4,17.7,-9999.9,160.0,4.1,12000.0,-9999.9,-9999.9,|,-9999.9,101570.0,303.55,-9999.9,290.85,-9999.9,160.0,4.1,-9999.9,-9999.9,12000.0,110.0,-4.095985334590057,-0.18139498014879094
2017-11-04 09:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.2,-9999.9,32.4,17.8,-9999.9,150.0,3.6,12000.0,-9999.9,-9999.9,|,-9999.9,101420.0,305.55,-9999.9,290.95,-9999.9,150.0,3.6,-9999.9,-9999.9,12000.0,120.0,2.9310514938956227,2.0902002631643315
2017-11-04 12:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.8,-9999.9,31.3,17.5,-9999.9,340.0,3.6,16000.0,-9999.9,-9999.9,|,-9999.9,101380.0,304.45,-9999.9,290.65,-9999.9,340.0,3.6,-9999.9,-9999.9,16000.0,290.0,2.024744136360278,2.9766442821194934
2017-11-04 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.3,-9999.9,29.4,18.4,-9999.9,70.0,3.6,16000.0,-9999.9,-9999.9,|,-9999.9,101430.0,302.55,-9999.9,291.55,-9999.9,70.0,3.6,-9999.9,-9999.9,16000.0,200.0,1.7538756300252212,-3.143870269970381
2017-11-04 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.5,-9999.9,28.6,19.7,-9999.9,90.0,4.6,14000.0,-9999.9,-9999.9,|,-9999.9,101550.0,301.75,-9999.9,292.85,-9999.9,90.0,4.6,-9999.9,-9999.9,14000.0,180.0,-2.752916317666147,-3.6853021243756197
2017-11-04 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.1,-9999.9,27.8,19.0,-9999.9,110.0,3.6,12000.0,-9999.9,-9999.9,|,-9999.9,101510.0,300.95,-9999.9,292.15,-9999.9,110.0,3.6,-9999.9,-9999.9,12000.0,160.0,-3.5122655260628544,0.7899309301644171
2017-11-05 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.4,-9999.9,27.6,18.2,-9999.9,160.0,1.0,12000.0,-9999.9,-9999.9,|,-9999.9,101440.0,300.75,-9999.9,291.35,-9999.9,160.0,1.0,-9999.9,-9999.9,12000.0,110.0,-0.999020813314648,-0.044242678085070965
2017-11-05 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.2,-9999.9,27.4,19.4,-9999.9,160.0,2.1,9000.0,-9999.9,-9999.9,|,-9999.9,101520.0,300.55,-9999.9,292.55,-9999.9,160.0,2.1,-9999.9,-9999.9,9000.0,110.0,-2.097943707960761,-0.09290962397864903
2017-11-05 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1017.0,-9999.9,30.1,17.1,-9999.9,230.0,2.1,16000.0,-9999.9,-9999.9,|,-9999.9,101700.0,303.25,-9999.9,290.25,-9999.9,230.0,2.1,-9999.9,-9999.9,16000.0,40.0,-1.40056992946975,1.5647376370066326
2017-11-05 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.7,-9999.9,31.5,16.2,-9999.9,110.0,3.6,10000.0,-9999.9,-9999.9,|,-9999.9,101570.0,304.65,-9999.9,289.35,-9999.9,110.0,3.6,-9999.9,-9999.9,10000.0,160.0,-3.5122655260628544,0.7899309301644171
2017-11-05 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.4,-9999.9,30.6,17.2,-9999.9,50.0,4.1,12000.0,-9999.9,-9999.9,|,-9999.9,101440.0,303.75,-9999.9,290.35,-9999.9,50.0,4.1,-9999.9,-9999.9,12000.0,220.0,4.083949200574058,0.3624347211988791
2017-11-05 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.9,-9999.9,28.6,19.4,-9999.9,40.0,2.6,14000.0,-9999.9,-9999.9,|,-9999.9,101490.0,301.75,-9999.9,292.55,-9999.9,40.0,2.6,-9999.9,-9999.9,14000.0,230.0,-2.048009448277151,-1.6017669305387476
2017-11-05 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.7,-9999.9,28.4,16.6,-9999.9,100.0,3.1,12000.0,-9999.9,-9999.9,|,-9999.9,101570.0,301.55,-9999.9,289.75,-9999.9,100.0,3.1,-9999.9,-9999.9,12000.0,170.0,2.9077837315702686,1.074613312040794
